iteration,reward,episode_length,height_reward,tilt_penalty,tipped_over,collapsed,exploration,steps_per_second
57,74.299629,995.150024,1.922484,-0.013582,0.041667,0.0,0.572069,99333.0
58,75.420822,1000.0,1.932442,-0.011885,0.0,0.0,0.563551,101849.0
59,74.421654,983.950012,1.913891,-0.011416,0.086957,0.0,0.558128,102967.0
60,75.713211,1000.0,1.935301,-0.012886,0.0,0.0,0.552009,89604.0
61,76.078995,996.570007,1.932316,-0.010846,0.041667,0.0,0.546865,74743.0
62,76.783157,1000.0,1.941993,-0.01017,0.0,0.0,0.540334,62740.0
63,76.509499,994.97998,1.932774,-0.009598,0.045455,0.0,0.531116,63127.0
64,77.180862,1000.0,1.943665,-0.010462,0.0,0.0,0.522553,61829.0
65,77.658661,1000.0,1.94898,-0.009353,0.0,0.0,0.516143,60272.0
66,78.068306,1000.0,1.950114,-0.0091,0.0,0.0,0.509476,60349.0
67,77.823891,994.809998,1.93592,-0.008864,0.043478,0.0,0.500899,59153.0
68,78.358727,997.719971,1.946351,-0.009261,0.041667,0.0,0.498143,81123.0
69,78.200157,992.570007,1.940746,-0.00863,0.090909,0.0,0.488157,103576.0
70,78.950012,997.849976,1.955093,-0.007907,0.0,0.0,0.481959,98300.0
71,79.693794,1000.0,1.958496,-0.007572,0.0,0.0,0.477392,98957.0
72,79.961952,1000.0,1.956675,-0.008467,0.0,0.0,0.472526,102035.0
73,80.089172,1000.0,1.959124,-0.007392,0.0,0.0,0.46521,102484.0
74,79.91288,992.159973,1.939207,-0.007142,0.041667,0.0,0.457682,98520.0
75,80.736145,1000.0,1.961466,-0.007504,0.0,0.0,0.453616,100387.0
76,81.151474,1000.0,1.963746,-0.006218,0.0,0.0,0.44843,101532.0
77,81.47525,1000.0,1.963741,-0.006384,0.0,0.0,0.443916,101793.0
78,81.866638,1000.0,1.966578,-0.006991,0.0,0.0,0.437547,97121.0
79,81.295135,993.169983,1.954301,-0.006015,0.086957,0.0,0.435595,98402.0
80,82.130722,998.469971,1.968994,-0.005622,0.0,0.0,0.426537,97999.0
81,82.160782,992.830017,1.962071,-0.00584,0.041667,0.0,0.418604,65059.0
82,82.880898,1000.0,1.969612,-0.005371,0.0,0.0,0.413035,61616.0
83,83.105598,1000.0,1.97075,-0.00547,0.0,0.0,0.409335,72737.0
84,83.394218,1000.0,1.97166,-0.005225,0.0,0.0,0.405776,93657.0
85,83.774117,1000.0,1.972472,-0.004947,0.0,0.0,0.400709,95137.0
86,84.282242,1000.0,1.973145,-0.004898,0.0,0.0,0.396786,96049.0
87,84.185181,1000.0,1.969427,-0.00517,0.041667,0.0,0.391325,95701.0
88,84.58049,1000.0,1.973886,-0.005081,0.0,0.0,0.387795,96555.0
89,84.904358,1000.0,1.975348,-0.004508,0.0,0.0,0.383716,95548.0
90,84.858139,1000.0,1.97544,-0.004569,0.0,0.0,0.380319,94141.0
91,85.309708,1000.0,1.976318,-0.004387,0.0,0.0,0.376358,94985.0
92,85.538254,1000.0,1.977446,-0.004056,0.0,0.0,0.371665,95618.0
93,85.686203,1000.0,1.972634,-0.004679,0.041667,0.0,0.367874,95950.0
94,85.977264,1000.0,1.978508,-0.003903,0.0,0.0,0.360142,94902.0
95,86.19175,1000.0,1.978601,-0.003977,0.0,0.0,0.356662,95739.0
96,86.32103,1000.0,1.979267,-0.003778,0.0,0.0,0.353363,89126.0
97,85.777489,991.460022,1.971434,-0.003672,0.041667,0.0,0.349112,93906.0
98,86.620415,1000.0,1.978614,-0.004223,0.0,0.0,0.342707,94675.0
99,86.88517,1000.0,1.981546,-0.003382,0.0,0.0,0.339097,95984.0
100,86.517914,992.969971,1.973246,-0.003427,0.041667,0.0,0.339217,93131.0
101,86.821861,993.369995,1.953393,-0.003498,0.043478,0.0,0.333908,96356.0
102,85.629982,980.409973,1.959279,-0.003632,0.166667,0.0,0.332138,92838.0
103,87.27623,996.700012,1.982929,-0.003146,0.0,0.0,0.328749,95889.0
104,87.374977,994.299988,1.973785,-0.003086,0.041667,0.0,0.323107,93121.0
105,88.12767,999.859985,1.983557,-0.002993,0.045455,0.0,0.322781,95635.0
106,88.183624,1000.0,1.983585,-0.002966,0.0,0.0,0.316435,93966.0
107,88.357002,1000.0,1.983796,-0.00323,0.0,0.0,0.313069,96744.0
108,87.995682,993.940002,1.972909,-0.003424,0.043478,0.0,0.312708,66209.0
109,88.835648,1000.0,1.983884,-0.002989,0.0,0.0,0.308337,95798.0
110,88.95842,1000.0,1.985127,-0.002671,0.0,0.0,0.306201,95196.0
111,88.404724,991.580017,1.971558,-0.002711,0.090909,0.0,0.30232,98553.0
112,88.685783,994.409973,1.976216,-0.002657,0.041667,0.0,0.299813,94186.0
113,88.941902,996.349976,1.975273,-0.00272,0.041667,0.0,0.296563,91939.0
114,89.399284,1000.0,1.986553,-0.002617,0.0,0.0,0.292403,96054.0
115,89.668785,1000.0,1.986633,-0.002492,0.0,0.0,0.290143,99078.0
116,89.753288,1000.0,1.986909,-0.002491,0.0,0.0,0.286057,95503.0
117,89.946045,1000.0,1.986811,-0.002472,0.0,0.0,0.281097,98899.0
118,90.071274,1000.0,1.986993,-0.002503,0.0,0.0,0.275395,95566.0
119,90.263901,1000.0,1.986759,-0.002532,0.0,0.0,0.273119,90122.0
120,90.111145,1000.0,1.983124,-0.003784,0.0,0.0,0.270463,92071.0
121,90.149849,1000.0,1.976056,-0.006213,0.0,0.0,0.266348,95526.0
122,90.563904,998.77002,1.983417,-0.002622,0.041667,0.0,0.263558,94712.0
123,90.560455,996.76001,1.978691,-0.002435,0.041667,0.0,0.260661,93087.0
124,90.441742,994.929993,1.96318,-0.002674,0.047619,0.0,0.256592,98352.0
125,91.11161,1000.0,1.988508,-0.002183,0.0,0.0,0.254021,90199.0
126,91.207436,1000.0,1.987766,-0.002391,0.0,0.0,0.251303,89658.0
127,91.412773,1000.0,1.988192,-0.00229,0.041667,0.0,0.247789,92502.0
128,91.489769,1000.0,1.988696,-0.00216,0.0,0.0,0.243276,81099.0
129,91.479691,1000.0,1.987595,-0.00258,0.0,0.0,0.241178,54106.0
130,91.627319,1000.0,1.988995,-0.002086,0.0,0.0,0.23785,55190.0
131,91.8703,1000.0,1.98839,-0.002416,0.0,0.0,0.234292,83921.0
132,92.014351,1000.0,1.988277,-0.002341,0.0,0.0,0.231716,91434.0
133,92.08609,1000.0,1.989882,-0.002057,0.0,0.0,0.22986,93482.0
134,92.220627,1000.0,1.98958,-0.001927,0.0,0.0,0.226828,91133.0
135,92.265556,1000.0,1.99044,-0.001821,0.0,0.0,0.224191,91858.0
136,92.439194,1000.0,1.989724,-0.001923,0.0,0.0,0.222692,86943.0
137,92.564156,1000.0,1.990919,-0.001745,0.0,0.0,0.220352,91563.0
138,92.6875,1000.0,1.989881,-0.002005,0.0,0.0,0.218201,91322.0
139,92.689735,1000.0,1.989408,-0.002154,0.0,0.0,0.216652,91847.0
140,92.852844,1000.0,1.990666,-0.00171,0.0,0.0,0.213043,91789.0
141,92.982468,1000.0,1.99046,-0.001667,0.0,0.0,0.210511,92776.0
142,93.083435,1000.0,1.991277,-0.001669,0.0,0.0,0.207836,94586.0
143,93.199165,1000.0,1.990984,-0.001618,0.0,0.0,0.204614,89434.0
144,93.212311,1000.0,1.987179,-0.002025,0.041667,0.0,0.20228,93130.0
145,93.406555,1000.0,1.991112,-0.001607,0.0,0.0,0.200752,92797.0
146,93.41996,1000.0,1.991161,-0.00156,0.0,0.0,0.199126,93379.0
147,93.651497,1000.0,1.991439,-0.001497,0.0,0.0,0.197666,93848.0
148,93.699158,1000.0,1.991377,-0.001536,0.0,0.0,0.194987,93392.0
149,93.751488,1000.0,1.991525,-0.001585,0.0,0.0,0.192942,89121.0
150,93.772552,1000.0,1.989009,-0.00212,0.0,0.0,0.191023,92714.0
151,94.001984,1000.0,1.990097,-0.001868,0.0,0.0,0.189166,94113.0
152,93.979431,1000.0,1.991906,-0.001454,0.0,0.0,0.186811,91207.0
153,94.127693,1000.0,1.992004,-0.001423,0.0,0.0,0.185057,92934.0
154,94.204796,1000.0,1.992189,-0.001354,0.0,0.0,0.183196,91412.0
155,93.81498,994.919983,1.983345,-0.001554,0.043478,0.0,0.181826,88964.0
156,94.420044,1000.0,1.992204,-0.00138,0.0,0.0,0.180087,96166.0
157,94.529068,1000.0,1.990944,-0.001495,0.0,0.0,0.178202,92203.0
158,94.600533,1000.0,1.992121,-0.001309,0.0,0.0,0.176588,90459.0
159,94.701439,1000.0,1.992826,-0.001318,0.0,0.0,0.174554,96397.0
160,94.765579,1000.0,1.992731,-0.001361,0.0,0.0,0.172842,94321.0
161,94.822495,1000.0,1.992312,-0.001369,0.0,0.0,0.170794,88874.0
162,94.958633,1000.0,1.991628,-0.001383,0.0,0.0,0.169165,92012.0
163,94.973999,1000.0,1.992437,-0.001285,0.0,0.0,0.167753,93335.0
164,95.155396,1000.0,1.991964,-0.001243,0.0,0.0,0.165255,91117.0
165,95.177689,1000.0,1.993009,-0.001229,0.0,0.0,0.163975,86658.0
166,95.282898,1000.0,1.991643,-0.001159,0.0,0.0,0.162658,74119.0
167,95.281151,1000.0,1.992408,-0.001254,0.0,0.0,0.161056,81217.0
168,95.405365,1000.0,1.992884,-0.001269,0.0,0.0,0.159098,83418.0
169,95.472069,1000.0,1.993219,-0.001217,0.0,0.0,0.157066,85472.0
170,95.600304,1000.0,1.992673,-0.001177,0.0,0.0,0.155994,76880.0
171,95.644234,1000.0,1.993136,-0.0012,0.0,0.0,0.154895,75594.0
172,95.72805,1000.0,1.993053,-0.001202,0.0,0.0,0.15316,71823.0
173,95.750099,1000.0,1.992968,-0.00132,0.0,0.0,0.151942,83777.0
174,95.813843,1000.0,1.993102,-0.001219,0.0,0.0,0.149774,86000.0
175,95.83242,1000.0,1.99318,-0.001235,0.0,0.0,0.147566,86180.0
176,95.906975,1000.0,1.993598,-0.001175,0.0,0.0,0.145424,77671.0
177,96.041527,1000.0,1.993058,-0.001138,0.0,0.0,0.143771,78460.0
178,96.047333,1000.0,1.993332,-0.001126,0.0,0.0,0.142898,78046.0
179,96.032616,1000.0,1.990926,-0.001431,0.041667,0.0,0.141395,85928.0
180,96.248749,1000.0,1.993504,-0.001133,0.0,0.0,0.140171,83363.0
181,96.194054,1000.0,1.992895,-0.001403,0.0,0.0,0.138148,85275.0
182,96.280022,1000.0,1.99376,-0.001153,0.0,0.0,0.136644,82975.0
183,96.295807,1000.0,1.994079,-0.001117,0.0,0.0,0.134639,85733.0
184,96.389915,1000.0,1.99313,-0.001132,0.0,0.0,0.133132,87203.0
185,96.476517,1000.0,1.994166,-0.001103,0.0,0.0,0.131279,79624.0
186,96.529327,1000.0,1.995339,-0.000978,0.0,0.0,0.130385,78671.0
187,96.554985,1000.0,1.994504,-0.001012,0.0,0.0,0.129214,84824.0
188,96.612762,1000.0,1.994584,-0.001058,0.0,0.0,0.128129,87158.0
189,96.619911,1000.0,1.994997,-0.001075,0.0,0.0,0.126825,85405.0
190,96.690994,1000.0,1.994981,-0.001042,0.0,0.0,0.126127,80822.0
191,96.764633,1000.0,1.995198,-0.00098,0.0,0.0,0.124673,80923.0
192,96.826813,1000.0,1.994377,-0.00105,0.0,0.0,0.123374,79293.0
193,96.912117,1000.0,1.994812,-0.001019,0.0,0.0,0.122511,80075.0
194,96.917732,1000.0,1.994886,-0.001023,0.0,0.0,0.121788,87790.0
195,96.7631,1000.0,1.989259,-0.001911,0.0,0.0,0.120515,82973.0
196,97.04493,1000.0,1.995107,-0.001025,0.0,0.0,0.119731,78170.0
197,97.025024,1000.0,1.995727,-0.000963,0.0,0.0,0.119124,87797.0
198,97.082321,1000.0,1.995702,-0.00099,0.0,0.0,0.11853,88083.0
199,97.119255,1000.0,1.995792,-0.000953,0.0,0.0,0.117328,82243.0
200,97.132378,1000.0,1.995744,-0.001088,0.0,0.0,0.11623,88183.0
201,97.188721,1000.0,1.99603,-0.00091,0.0,0.0,0.115832,91637.0
202,97.275124,1000.0,1.99612,-0.000948,0.0,0.0,0.11534,88249.0
203,97.286285,1000.0,1.996125,-0.000906,0.0,0.0,0.114698,82698.0
204,97.138924,1000.0,1.989864,-0.001951,0.0,0.0,0.114066,81748.0
205,97.353989,1000.0,1.995494,-0.000966,0.0,0.0,0.113051,87956.0
206,97.337891,1000.0,1.994848,-0.001142,0.0,0.0,0.112332,87514.0
207,97.51841,1000.0,1.996514,-0.000869,0.0,0.0,0.111497,93637.0
208,97.467262,1000.0,1.99649,-0.00095,0.0,0.0,0.110534,87588.0
209,97.52858,1000.0,1.996021,-0.000921,0.0,0.0,0.108856,67412.0
210,97.555443,1000.0,1.996166,-0.000956,0.0,0.0,0.108373,43001.0
211,97.562714,1000.0,1.996267,-0.000939,0.0,0.0,0.108642,74262.0
212,97.508698,1000.0,1.992659,-0.001142,0.041667,0.0,0.107923,86796.0
213,97.68821,1000.0,1.996382,-0.000911,0.0,0.0,0.107475,88408.0
214,97.706421,1000.0,1.996617,-0.000869,0.0,0.0,0.106856,84835.0
215,97.746696,1000.0,1.996394,-0.000914,0.0,0.0,0.105963,89453.0
216,97.738495,1000.0,1.996713,-0.000889,0.0,0.0,0.10645,89248.0
217,97.761185,1000.0,1.993369,-0.000868,0.041667,0.0,0.105862,88481.0
218,97.805161,1000.0,1.996725,-0.000833,0.0,0.0,0.104958,89353.0
219,97.831345,1000.0,1.996575,-0.000883,0.0,0.0,0.104741,89433.0
220,97.866661,1000.0,1.997107,-0.000819,0.0,0.0,0.104435,85279.0
221,97.894127,1000.0,1.99693,-0.000834,0.0,0.0,0.103621,89436.0
222,97.919685,1000.0,1.996622,-0.000987,0.0,0.0,0.103434,88699.0
223,97.836998,1000.0,1.996035,-0.000985,0.0,0.0,0.102817,88679.0
224,97.951317,1000.0,1.997264,-0.00082,0.0,0.0,0.10171,87479.0
225,97.948372,1000.0,1.997153,-0.000825,0.0,0.0,0.101494,87070.0
226,97.983475,1000.0,1.997173,-0.00082,0.0,0.0,0.100797,85893.0
227,98.019508,1000.0,1.997611,-0.000797,0.0,0.0,0.100324,87083.0
228,98.032036,1000.0,1.997309,-0.00073,0.0,0.0,0.099606,87530.0
229,98.067932,1000.0,1.997498,-0.000816,0.0,0.0,0.09889,86014.0
230,98.076241,1000.0,1.997041,-0.000777,0.0,0.0,0.098274,90155.0
231,98.093582,1000.0,1.997302,-0.000787,0.0,0.0,0.097777,83029.0
232,98.086227,1000.0,1.997593,-0.000767,0.0,0.0,0.097431,88251.0
233,98.114655,1000.0,1.997637,-0.000695,0.0,0.0,0.096981,88959.0
234,98.133759,1000.0,1.997141,-0.000815,0.0,0.0,0.096751,82290.0
235,98.170105,1000.0,1.997267,-0.000826,0.0,0.0,0.09614,83863.0
236,98.158104,1000.0,1.997485,-0.000781,0.0,0.0,0.095741,91468.0
237,98.161919,1000.0,1.997645,-0.000749,0.0,0.0,0.095367,83623.0
238,98.19799,1000.0,1.997616,-0.000748,0.0,0.0,0.094714,86999.0
239,98.190552,1000.0,1.997183,-0.000754,0.0,0.0,0.093647,88207.0
240,98.210732,1000.0,1.997799,-0.000732,0.0,0.0,0.093284,90157.0
241,98.256828,1000.0,1.997728,-0.000752,0.0,0.0,0.093146,84930.0
242,98.245743,1000.0,1.99793,-0.000704,0.0,0.0,0.092794,90500.0
243,98.274422,1000.0,1.997653,-0.000688,0.0,0.0,0.09256,86915.0
244,98.306541,1000.0,1.997891,-0.000761,0.0,0.0,0.092338,86145.0
245,98.30809,1000.0,1.997756,-0.000768,0.0,0.0,0.091992,85899.0
246,98.301239,1000.0,1.997809,-0.00078,0.0,0.0,0.091505,85276.0
247,98.346756,1000.0,1.997936,-0.000679,0.0,0.0,0.091224,85436.0
248,98.369049,1000.0,1.997929,-0.000737,0.0,0.0,0.090766,81437.0
249,98.359024,1000.0,1.99778,-0.000725,0.0,0.0,0.090251,90322.0
250,98.350151,1000.0,1.997869,-0.000709,0.0,0.0,0.089891,88252.0
251,98.359879,1000.0,1.997972,-0.00077,0.0,0.0,0.090043,87383.0
252,98.396454,1000.0,1.996533,-0.000774,0.041667,0.0,0.090196,87369.0
253,98.401466,1000.0,1.994045,-0.000719,0.041667,0.0,0.090159,87281.0
254,98.390411,1000.0,1.997973,-0.000745,0.0,0.0,0.089369,82824.0
255,98.439644,1000.0,1.998093,-0.000713,0.0,0.0,0.089083,88692.0
256,98.439117,1000.0,1.99802,-0.000738,0.0,0.0,0.088865,88532.0
257,98.422729,1000.0,1.998077,-0.000749,0.0,0.0,0.088492,33378.0
258,98.442955,1000.0,1.998151,-0.000702,0.0,0.0,0.088163,28698.0
259,98.453278,1000.0,1.998097,-0.000718,0.0,0.0,0.087867,29207.0
260,98.488777,1000.0,1.998035,-0.000721,0.0,0.0,0.087698,27782.0
261,98.490196,1000.0,1.998343,-0.00071,0.0,0.0,0.087509,28781.0
262,98.478851,1000.0,1.998176,-0.000737,0.0,0.0,0.087095,26216.0
263,98.496567,1000.0,1.998275,-0.000712,0.0,0.0,0.086851,33426.0
264,98.487946,1000.0,1.998273,-0.000708,0.0,0.0,0.086248,70491.0
265,98.51207,1000.0,1.998256,-0.000676,0.0,0.0,0.085663,83609.0
266,98.487236,1000.0,1.998261,-0.000728,0.0,0.0,0.085239,88034.0
267,98.511223,1000.0,1.998304,-0.000695,0.0,0.0,0.085115,88661.0
268,98.519272,1000.0,1.998141,-0.000796,0.0,0.0,0.084752,55572.0
269,98.533142,1000.0,1.998112,-0.000757,0.0,0.0,0.084114,27078.0
270,98.538193,1000.0,1.998091,-0.000746,0.0,0.0,0.0839,26472.0
271,98.497971,1000.0,1.996621,-0.001315,0.0,0.0,0.083311,26908.0
272,98.576721,1000.0,1.998486,-0.000735,0.0,0.0,0.082814,27268.0
273,98.588181,1000.0,1.998193,-0.000757,0.0,0.0,0.082472,27611.0
274,98.565872,1000.0,1.998296,-0.000715,0.0,0.0,0.081994,26941.0
275,98.473625,1000.0,1.996517,-0.00159,0.0,0.0,0.081518,27408.0
276,98.589394,1000.0,1.99846,-0.000716,0.0,0.0,0.081283,27367.0
277,98.584557,1000.0,1.998142,-0.000741,0.0,0.0,0.081117,27545.0
278,98.602486,1000.0,1.998304,-0.000802,0.0,0.0,0.080839,55804.0
279,98.630707,1000.0,1.998459,-0.000682,0.0,0.0,0.080409,89087.0
280,98.61483,1000.0,1.998421,-0.000729,0.0,0.0,0.080269,91291.0
281,98.610138,1000.0,1.998591,-0.000773,0.0,0.0,0.080091,90672.0
282,98.624893,1000.0,1.998483,-0.00075,0.0,0.0,0.080007,81457.0
283,98.615768,1000.0,1.998364,-0.000737,0.0,0.0,0.079898,88882.0
284,98.641525,1000.0,1.998415,-0.000836,0.0,0.0,0.080256,92894.0
285,98.311317,996.849976,1.993333,-0.000751,0.045455,0.0,0.079888,91860.0
286,98.66378,1000.0,1.998436,-0.000702,0.0,0.0,0.079782,89270.0
287,98.66124,1000.0,1.998403,-0.000671,0.0,0.0,0.07939,89393.0
288,98.663162,1000.0,1.99834,-0.000693,0.0,0.0,0.079308,86726.0
289,98.679352,1000.0,1.998582,-0.00076,0.0,0.0,0.079173,87141.0
290,98.713158,1000.0,1.998478,-0.000684,0.0,0.0,0.079214,89213.0
291,98.692055,1000.0,1.998489,-0.000711,0.0,0.0,0.079096,88857.0
292,98.695717,1000.0,1.99851,-0.000729,0.0,0.0,0.079076,85150.0
293,98.704903,1000.0,1.998422,-0.00072,0.0,0.0,0.078862,77897.0
294,98.693199,1000.0,1.998499,-0.000736,0.0,0.0,0.078745,80189.0
295,98.716026,1000.0,1.998443,-0.000732,0.0,0.0,0.078569,78194.0
296,98.712341,1000.0,1.998449,-0.000724,0.0,0.0,0.078297,79870.0
297,98.711349,1000.0,1.998431,-0.000758,0.0,0.0,0.07794,82963.0
298,98.705467,1000.0,1.998464,-0.000754,0.0,0.0,0.077957,79894.0
299,98.723343,1000.0,1.998541,-0.000727,0.0,0.0,0.077668,76824.0
300,98.731537,1000.0,1.99839,-0.000694,0.0,0.0,0.078194,53185.0
301,98.741432,1000.0,1.998335,-0.00074,0.041667,0.0,0.07773,45234.0
302,98.749268,1000.0,1.998505,-0.000695,0.0,0.0,0.077553,67295.0
303,98.74453,1000.0,1.99853,-0.000785,0.0,0.0,0.077354,69299.0
304,98.723785,1000.0,1.998449,-0.000666,0.0,0.0,0.07727,68618.0
305,98.736137,1000.0,1.998627,-0.000718,0.0,0.0,0.077221,70484.0
306,98.769119,1000.0,1.998554,-0.000679,0.0,0.0,0.077143,69249.0
307,98.755249,1000.0,1.998544,-0.000698,0.0,0.0,0.076512,67495.0
308,98.739075,1000.0,1.998442,-0.000752,0.0,0.0,0.076309,3132.0
309,98.745872,1000.0,1.998448,-0.000692,0.0,0.0,0.076119,11284.0
310,98.779221,1000.0,1.99843,-0.000739,0.0,0.0,0.075769,10740.0
311,98.759567,1000.0,1.998448,-0.00068,0.0,0.0,0.075549,13582.0
312,98.791473,1000.0,1.99867,-0.000722,0.0,0.0,0.075567,19751.0
313,98.786385,1000.0,1.998652,-0.000764,0.0,0.0,0.075346,18322.0
314,98.753822,1000.0,1.998453,-0.000718,0.0,0.0,0.075129,17967.0
315,98.773659,1000.0,1.998605,-0.000744,0.0,0.0,0.075127,18095.0
316,98.792252,1000.0,1.998488,-0.000687,0.0,0.0,0.07515,18112.0
317,98.274506,995.25,1.991321,-0.000778,0.043478,0.0,0.075429,19267.0
318,98.776825,1000.0,1.998355,-0.000734,0.0,0.0,0.075174,24637.0
319,98.787102,1000.0,1.998501,-0.000687,0.0,0.0,0.075184,24749.0
320,98.791939,1000.0,1.998559,-0.000705,0.0,0.0,0.074938,24226.0
321,98.791145,1000.0,1.998533,-0.00067,0.0,0.0,0.074658,21661.0
322,98.808502,1000.0,1.99862,-0.000693,0.0,0.0,0.074483,18496.0
323,98.781502,1000.0,1.998379,-0.000678,0.0,0.0,0.074415,18801.0
324,98.793747,1000.0,1.998414,-0.000598,0.0,0.0,0.074246,18523.0
325,98.827499,1000.0,1.998433,-0.000654,0.0,0.0,0.074227,18310.0
326,98.832108,1000.0,1.998504,-0.000594,0.0,0.0,0.07411,18431.0
327,98.808624,1000.0,1.998266,-0.000662,0.0,0.0,0.073914,18917.0
328,98.79364,1000.0,1.998241,-0.000766,0.0,0.0,0.073869,18374.0
329,98.798012,1000.0,1.998148,-0.000653,0.0,0.0,0.073656,18777.0
330,98.808319,1000.0,1.998532,-0.000588,0.0,0.0,0.073782,19219.0
331,98.805084,1000.0,1.998384,-0.000599,0.0,0.0,0.073613,18231.0
332,98.821205,1000.0,1.998425,-0.000675,0.0,0.0,0.073745,13101.0
333,98.821671,1000.0,1.998402,-0.000652,0.0,0.0,0.07369,14379.0
334,98.808083,1000.0,1.998403,-0.000656,0.0,0.0,0.073418,7989.0
335,98.826286,1000.0,1.998249,-0.000762,0.0,0.0,0.073132,5189.0
336,98.817154,1000.0,1.998393,-0.000655,0.0,0.0,0.07301,3500.0
